ID	B6N4	BFMI4	foldchange
ENSMUSG00000082431	2,4	2,8	16,66666667
ENSMUSG00000083121	1,2	1,4	16,66666667
ENSMUSG00000084422	1,2	1,4	16,66666667
ENSMUSG00000086013	2,4	2,8	16,66666667
ENSMUSG00000086350	1,2	1,4	16,66666667
ENSMUSG00000086915	2,4	2,8	16,66666667
ENSMUSG00000017176	3,6	4,2	16,66666667
ENSMUSG00000022637	1,8	2,1	16,66666667
ENSMUSG00000023084	3,6	4,2	16,66666667
ENSMUSG00000024501	1,8	2,1	16,66666667
ENSMUSG00000027968	1,8	2,1	16,66666667
ENSMUSG00000028455	1,8	2,1	16,66666667
ENSMUSG00000028995	3,6	4,2	16,66666667
ENSMUSG00000030760	1,8	2,1	16,66666667
ENSMUSG00000031584	3,6	4,2	16,66666667
ENSMUSG00000031636	1,8	2,1	16,66666667
ENSMUSG00000032182	1,8	2,1	16,66666667
ENSMUSG00000032595	3,6	4,2	16,66666667
ENSMUSG00000034912	1,8	2,1	16,66666667
ENSMUSG00000036782	3,6	4,2	16,66666667
ENSMUSG00000036972	1,8	2,1	16,66666667
ENSMUSG00000039391	3,6	4,2	16,66666667
ENSMUSG00000042269	1,8	2,1	16,66666667
ENSMUSG00000045975	1,8	2,1	16,66666667
ENSMUSG00000047473	1,8	2,1	16,66666667
ENSMUSG00000049164	1,8	2,1	16,66666667
ENSMUSG00000065579	1,8	2,1	16,66666667
ENSMUSG00000071226	1,8	2,1	16,66666667
ENSMUSG00000072387	1,8	2,1	16,66666667
ENSMUSG00000073295	3,6	4,2	16,66666667
ENSMUSG00000084808	1,8	2,1	16,66666667
ENSMUSG00000090952	1,8	2,1	16,66666667
ENSMUSG00000030030	4,9	5,7	16,32653061
ENSMUSG00000031927	4,9	5,7	16,32653061
ENSMUSG00000090291	4,9	5,7	16,32653061
ENSMUSG00000096006	4,9	5,7	16,32653061
ENSMUSG00000033966	3,7	4,3	16,21621622
ENSMUSG00000034706	3,7	4,3	16,21621622
ENSMUSG00000036398	3,7	4,3	16,21621622
ENSMUSG00000036699	3,7	4,3	16,21621622
ENSMUSG00000048106	3,7	4,3	16,21621622
ENSMUSG00000060519	3,7	4,3	16,21621622
ENSMUSG00000021076	3,1	3,6	16,12903226
ENSMUSG00000044948	3,1	3,6	16,12903226
ENSMUSG00000056598	3,1	3,6	16,12903226
ENSMUSG00000030647	5,6	6,5	16,07142857
ENSMUSG00000005045	2,5	2,9	16
ENSMUSG00000020086	2,5	2,9	16
ENSMUSG00000020495	2,5	2,9	16
ENSMUSG00000020948	2,5	2,9	16
ENSMUSG00000033467	2,5	2,9	16
ENSMUSG00000039850	2,5	2,9	16
ENSMUSG00000042121	2,5	2,9	16
ENSMUSG00000047671	5	5,8	16
ENSMUSG00000051435	2,5	2,9	16
ENSMUSG00000059854	2,5	2,9	16
ENSMUSG00000063605	2,5	2,9	16
ENSMUSG00000078350	2,5	2,9	16
ENSMUSG00000020686	3,8	4,4	15,78947368
ENSMUSG00000022313	1,9	2,2	15,78947368
ENSMUSG00000022519	3,8	4,4	15,78947368
ENSMUSG00000022865	1,9	2,2	15,78947368
ENSMUSG00000027238	3,8	4,4	15,78947368
ENSMUSG00000027329	3,8	4,4	15,78947368
ENSMUSG00000028069	1,9	2,2	15,78947368
ENSMUSG00000028391	1,9	2,2	15,78947368
ENSMUSG00000031951	3,8	4,4	15,78947368
ENSMUSG00000032057	3,8	4,4	15,78947368
ENSMUSG00000032577	1,9	2,2	15,78947368
ENSMUSG00000034035	1,9	2,2	15,78947368
ENSMUSG00000038174	1,9	2,2	15,78947368
ENSMUSG00000039512	3,8	4,4	15,78947368
ENSMUSG00000066491	1,9	2,2	15,78947368
ENSMUSG00000092074	3,8	4,4	15,78947368
ENSMUSG00000092490	1,9	2,2	15,78947368
ENSMUSG00000009863	3,2	3,7	15,625
ENSMUSG00000035873	3,2	3,7	15,625
ENSMUSG00000041439	3,2	3,7	15,625
ENSMUSG00000044982	3,2	3,7	15,625
ENSMUSG00000059040	6,4	7,4	15,625
ENSMUSG00000071073	3,2	3,7	15,625
ENSMUSG00000079104	3,2	3,7	15,625
ENSMUSG00000086043	3,2	3,7	15,625
ENSMUSG00000087178	3,2	3,7	15,625
ENSMUSG00000092638	6,4	7,4	15,625
ENSMUSG00000031786	4,5	5,2	15,55555556
ENSMUSG00000035984	4,5	5,2	15,55555556
ENSMUSG00000000811	1,3	1,5	15,38461538
ENSMUSG00000020212	2,6	3	15,38461538
ENSMUSG00000020364	1,3	1,5	15,38461538
ENSMUSG00000020526	1,3	1,5	15,38461538
ENSMUSG00000021009	2,6	3	15,38461538
ENSMUSG00000021597	1,3	1,5	15,38461538
ENSMUSG00000022012	1,3	1,5	15,38461538
ENSMUSG00000025134	2,6	3	15,38461538
ENSMUSG00000026384	1,3	1,5	15,38461538
ENSMUSG00000030610	1,3	1,5	15,38461538
ENSMUSG00000031174	1,3	1,5	15,38461538
ENSMUSG00000031609	2,6	3	15,38461538
ENSMUSG00000031970	2,6	3	15,38461538
ENSMUSG00000034593	1,3	1,5	15,38461538
ENSMUSG00000035086	1,3	1,5	15,38461538
ENSMUSG00000036249	2,6	3	15,38461538
ENSMUSG00000036985	3,9	4,5	15,38461538
ENSMUSG00000039556	1,3	1,5	15,38461538
ENSMUSG00000039963	3,9	4,5	15,38461538
ENSMUSG00000040321	1,3	1,5	15,38461538
ENSMUSG00000040435	3,9	4,5	15,38461538
ENSMUSG00000040703	1,3	1,5	15,38461538
ENSMUSG00000042320	1,3	1,5	15,38461538
ENSMUSG00000045538	2,6	3	15,38461538
ENSMUSG00000045655	5,2	6	15,38461538
ENSMUSG00000048351	1,3	1,5	15,38461538
ENSMUSG00000051034	1,3	1,5	15,38461538
ENSMUSG00000051146	2,6	3	15,38461538
ENSMUSG00000051323	1,3	1,5	15,38461538
ENSMUSG00000063334	1,3	1,5	15,38461538
ENSMUSG00000066877	3,9	4,5	15,38461538
ENSMUSG00000069539	1,3	1,5	15,38461538
ENSMUSG00000069670	3,9	4,5	15,38461538
ENSMUSG00000069808	2,6	3	15,38461538
ENSMUSG00000075478	1,3	1,5	15,38461538
ENSMUSG00000080198	1,3	1,5	15,38461538
ENSMUSG00000081788	3,9	4,5	15,38461538
ENSMUSG00000082308	1,3	1,5	15,38461538
ENSMUSG00000087381	2,6	3	15,38461538
ENSMUSG00000087439	1,3	1,5	15,38461538
ENSMUSG00000088249	1,3	1,5	15,38461538
ENSMUSG00000088901	2,6	3	15,38461538
ENSMUSG00000091176	1,3	1,5	15,38461538
ENSMUSG00000015850	4,6	5,3	15,2173913
ENSMUSG00000000579	3,3	3,8	15,15151515
ENSMUSG00000026347	3,3	3,8	15,15151515
ENSMUSG00000037259	3,3	3,8	15,15151515
ENSMUSG00000039110	3,3	3,8	15,15151515
ENSMUSG00000046523	3,3	3,8	15,15151515
ENSMUSG00000047881	3,3	3,8	15,15151515
ENSMUSG00000064280	3,3	3,8	15,15151515
ENSMUSG00000064658	3,3	3,8	15,15151515
ENSMUSG00000026679	5,3	6,1	15,09433962
ENSMUSG00000021428	2	2,3	15
ENSMUSG00000022466	2	2,3	15
ENSMUSG00000022577	4	4,6	15
ENSMUSG00000023852	2	2,3	15
ENSMUSG00000024370	2	2,3	15
ENSMUSG00000026037	2	2,3	15
ENSMUSG00000027099	2	2,3	15
ENSMUSG00000027430	2	2,3	15
ENSMUSG00000028300	2	2,3	15
ENSMUSG00000030123	2	2,3	15
ENSMUSG00000031917	2	2,3	15
ENSMUSG00000031939	2	2,3	15
ENSMUSG00000032077	2	2,3	15
ENSMUSG00000037408	2	2,3	15
ENSMUSG00000041360	2	2,3	15
ENSMUSG00000044813	2	2,3	15
ENSMUSG00000045466	4	4,6	15
ENSMUSG00000051413	2	2,3	15
ENSMUSG00000052155	2	2,3	15
ENSMUSG00000055707	4	4,6	15
ENSMUSG00000056679	2	2,3	15
ENSMUSG00000071266	2	2,3	15
ENSMUSG00000085251	4	4,6	15
ENSMUSG00000086361	2	2,3	15
ENSMUSG00000096699	2	2,3	15
ENSMUSG00000029070	4,7	5,4	14,89361702
ENSMUSG00000006784	2,7	3,1	14,81481481
ENSMUSG00000019889	2,7	3,1	14,81481481
ENSMUSG00000024208	2,7	3,1	14,81481481
ENSMUSG00000027523	2,7	3,1	14,81481481
ENSMUSG00000027676	2,7	3,1	14,81481481
ENSMUSG00000039552	5,4	6,2	14,81481481
ENSMUSG00000042751	2,7	3,1	14,81481481
ENSMUSG00000049929	2,7	3,1	14,81481481
ENSMUSG00000067995	2,7	3,1	14,81481481
ENSMUSG00000021594	3,4	3,9	14,70588235
ENSMUSG00000027698	3,4	3,9	14,70588235
ENSMUSG00000028278	3,4	3,9	14,70588235
ENSMUSG00000029442	3,4	3,9	14,70588235
ENSMUSG00000034203	3,4	3,9	14,70588235
ENSMUSG00000039316	3,4	3,9	14,70588235
ENSMUSG00000039372	3,4	3,9	14,70588235
ENSMUSG00000049536	3,4	3,9	14,70588235
ENSMUSG00000083754	3,4	3,9	14,70588235
ENSMUSG00000026649	4,1	4,7	14,63414634
ENSMUSG00000082280	4,1	4,7	14,63414634
ENSMUSG00000040860	4,8	5,5	14,58333333
ENSMUSG00000022476	5,5	6,3	14,54545455
ENSMUSG00000006270	1,4	1,6	14,28571429
ENSMUSG00000006494	2,8	3,2	14,28571429
ENSMUSG00000019789	2,8	3,2	14,28571429
ENSMUSG00000020111	2,8	3,2	14,28571429
ENSMUSG00000020435	1,4	1,6	14,28571429
ENSMUSG00000020607	2,8	3,2	14,28571429
ENSMUSG00000020788	3,5	4	14,28571429
ENSMUSG00000021007	1,4	1,6	14,28571429
ENSMUSG00000024118	1,4	1,6	14,28571429
ENSMUSG00000024270	3,5	4	14,28571429
ENSMUSG00000024369	2,8	3,2	14,28571429
ENSMUSG00000025092	2,8	3,2	14,28571429
ENSMUSG00000025429	1,4	1,6	14,28571429
ENSMUSG00000027108	1,4	1,6	14,28571429
ENSMUSG00000027784	2,8	3,2	14,28571429
ENSMUSG00000027861	2,8	3,2	14,28571429
ENSMUSG00000028085	1,4	1,6	14,28571429
ENSMUSG00000028633	1,4	1,6	14,28571429
ENSMUSG00000029402	2,8	3,2	14,28571429
ENSMUSG00000031860	2,8	3,2	14,28571429
ENSMUSG00000036499	3,5	4	14,28571429
ENSMUSG00000036992	2,8	3,2	14,28571429
ENSMUSG00000037531	1,4	1,6	14,28571429
ENSMUSG00000038069	2,8	3,2	14,28571429
ENSMUSG00000038622	3,5	4	14,28571429
ENSMUSG00000045160	1,4	1,6	14,28571429
ENSMUSG00000045761	3,5	4	14,28571429
ENSMUSG00000046994	2,8	3,2	14,28571429
ENSMUSG00000047067	2,8	3,2	14,28571429
ENSMUSG00000049556	3,5	4	14,28571429
ENSMUSG00000051705	1,4	1,6	14,28571429
ENSMUSG00000051950	2,8	3,2	14,28571429
ENSMUSG00000065097	2,8	3,2	14,28571429
ENSMUSG00000077440	3,5	4	14,28571429
ENSMUSG00000079511	1,4	1,6	14,28571429
ENSMUSG00000082931	1,4	1,6	14,28571429
ENSMUSG00000086529	1,4	1,6	14,28571429
ENSMUSG00000093682	1,4	1,6	14,28571429
ENSMUSG00000001767	2,1	2,4	14,28571429
ENSMUSG00000003273	4,2	4,8	14,28571429
ENSMUSG00000004383	2,1	2,4	14,28571429
ENSMUSG00000005338	2,1	2,4	14,28571429
ENSMUSG00000018599	4,2	4,8	14,28571429
ENSMUSG00000021549	2,1	2,4	14,28571429
ENSMUSG00000022324	2,1	2,4	14,28571429
ENSMUSG00000024383	2,1	2,4	14,28571429
ENSMUSG00000024805	2,1	2,4	14,28571429
ENSMUSG00000025353	2,1	2,4	14,28571429
ENSMUSG00000026887	2,1	2,4	14,28571429
ENSMUSG00000028019	2,1	2,4	14,28571429
ENSMUSG00000030509	2,1	2,4	14,28571429
ENSMUSG00000032469	2,1	2,4	14,28571429
ENSMUSG00000035969	4,2	4,8	14,28571429
ENSMUSG00000036292	2,1	2,4	14,28571429
ENSMUSG00000037196	4,2	4,8	14,28571429
ENSMUSG00000040613	2,1	2,4	14,28571429
ENSMUSG00000040717	2,1	2,4	14,28571429
ENSMUSG00000042589	2,1	2,4	14,28571429
ENSMUSG00000047712	2,1	2,4	14,28571429
ENSMUSG00000055305	2,1	2,4	14,28571429
ENSMUSG00000055660	2,1	2,4	14,28571429
ENSMUSG00000056153	2,1	2,4	14,28571429
ENSMUSG00000057156	2,1	2,4	14,28571429
ENSMUSG00000071723	2,1	2,4	14,28571429
ENSMUSG00000080848	2,1	2,4	14,28571429
ENSMUSG00000094114	2,1	2,4	14,28571429
ENSMUSG00000095463	2,1	2,4	14,28571429
ENSMUSG00000049751	4,3	4,9	13,95348837
ENSMUSG00000016024	3,6	4,1	13,88888889
ENSMUSG00000031168	3,6	4,1	13,88888889
ENSMUSG00000045691	3,6	4,1	13,88888889
ENSMUSG00000065979	3,6	4,1	13,88888889
ENSMUSG00000094705	3,6	4,1	13,88888889
ENSMUSG00000096428	3,6	4,1	13,88888889
ENSMUSG00000015016	2,9	3,3	13,79310345
ENSMUSG00000031590	2,9	3,3	13,79310345
ENSMUSG00000031986	2,9	3,3	13,79310345
ENSMUSG00000053414	2,9	3,3	13,79310345
ENSMUSG00000072473	5,1	5,8	13,7254902
ENSMUSG00000079067	5,1	5,8	13,7254902
ENSMUSG00000019027	2,2	2,5	13,63636364
ENSMUSG00000020547	2,2	2,5	13,63636364
ENSMUSG00000020758	4,4	5	13,63636364
ENSMUSG00000028381	2,2	2,5	13,63636364
ENSMUSG00000029233	2,2	2,5	13,63636364
ENSMUSG00000031256	2,2	2,5	13,63636364
ENSMUSG00000036480	2,2	2,5	13,63636364
ENSMUSG00000037896	2,2	2,5	13,63636364
ENSMUSG00000044636	2,2	2,5	13,63636364
ENSMUSG00000047844	2,2	2,5	13,63636364
ENSMUSG00000050994	2,2	2,5	13,63636364
ENSMUSG00000054320	4,4	5	13,63636364
ENSMUSG00000063895	2,2	2,5	13,63636364
ENSMUSG00000081113	2,2	2,5	13,63636364
ENSMUSG00000016028	3,7	4,2	13,51351351
ENSMUSG00000022388	3,7	4,2	13,51351351
ENSMUSG00000027864	3,7	4,2	13,51351351
ENSMUSG00000083773	7,4	8,4	13,51351351
ENSMUSG00000095524	3,7	4,2	13,51351351
ENSMUSG00000050628	5,2	5,9	13,46153846
ENSMUSG00000008763	3	3,4	13,33333333
ENSMUSG00000010051	3	3,4	13,33333333
ENSMUSG00000014355	3	3,4	13,33333333
ENSMUSG00000020024	3	3,4	13,33333333
ENSMUSG00000024165	3	3,4	13,33333333
ENSMUSG00000024906	3	3,4	13,33333333
ENSMUSG00000026670	3	3,4	13,33333333
ENSMUSG00000028890	3	3,4	13,33333333
ENSMUSG00000028999	1,5	1,7	13,33333333
ENSMUSG00000029186	1,5	1,7	13,33333333
ENSMUSG00000029832	3	3,4	13,33333333
ENSMUSG00000031290	1,5	1,7	13,33333333
ENSMUSG00000032258	3	3,4	13,33333333
ENSMUSG00000034613	1,5	1,7	13,33333333
ENSMUSG00000037275	1,5	1,7	13,33333333
ENSMUSG00000038011	3	3,4	13,33333333
ENSMUSG00000039670	3	3,4	13,33333333
ENSMUSG00000040183	3	3,4	13,33333333
ENSMUSG00000042208	1,5	1,7	13,33333333
ENSMUSG00000046380	1,5	1,7	13,33333333
ENSMUSG00000072674	3	3,4	13,33333333
ENSMUSG00000073207	1,5	1,7	13,33333333
ENSMUSG00000074092	3	3,4	13,33333333
ENSMUSG00000074576	3	3,4	13,33333333
ENSMUSG00000075302	1,5	1,7	13,33333333
ENSMUSG00000031347	4,5	5,1	13,33333333
ENSMUSG00000036862	4,5	5,1	13,33333333
ENSMUSG00000058589	4,5	5,1	13,33333333
ENSMUSG00000093080	4,5	5,1	13,33333333
ENSMUSG00000046341	6,8	7,7	13,23529412
ENSMUSG00000020034	3,8	4,3	13,15789474
ENSMUSG00000045095	3,8	4,3	13,15789474
ENSMUSG00000010830	2,3	2,6	13,04347826
ENSMUSG00000023011	4,6	5,2	13,04347826
ENSMUSG00000026888	2,3	2,6	13,04347826
ENSMUSG00000029171	2,3	2,6	13,04347826
ENSMUSG00000031608	2,3	2,6	13,04347826
ENSMUSG00000036781	2,3	2,6	13,04347826
ENSMUSG00000038984	2,3	2,6	13,04347826
ENSMUSG00000042216	2,3	2,6	13,04347826
ENSMUSG00000044452	2,3	2,6	13,04347826
ENSMUSG00000045248	2,3	2,6	13,04347826
ENSMUSG00000049553	2,3	2,6	13,04347826
ENSMUSG00000054752	2,3	2,6	13,04347826
ENSMUSG00000055485	4,6	5,2	13,04347826
ENSMUSG00000059363	2,3	2,6	13,04347826
ENSMUSG00000061315	2,3	2,6	13,04347826
ENSMUSG00000072663	2,3	2,6	13,04347826
ENSMUSG00000074978	2,3	2,6	13,04347826
ENSMUSG00000075703	2,3	2,6	13,04347826
ENSMUSG00000094158	2,3	2,6	13,04347826
ENSMUSG00000094983	2,3	2,6	13,04347826
ENSMUSG00000096188	4,6	5,2	13,04347826
ENSMUSG00000020629	5,4	6,1	12,96296296
ENSMUSG00000022018	5,4	6,1	12,96296296
ENSMUSG00000078667	5,4	6,1	12,96296296
ENSMUSG00000021981	3,1	3,5	12,90322581
ENSMUSG00000026000	3,1	3,5	12,90322581
ENSMUSG00000027305	3,1	3,5	12,90322581
ENSMUSG00000027434	3,1	3,5	12,90322581
ENSMUSG00000029066	3,1	3,5	12,90322581
ENSMUSG00000032680	3,1	3,5	12,90322581
ENSMUSG00000039031	3,1	3,5	12,90322581
ENSMUSG00000051359	3,1	3,5	12,90322581
ENSMUSG00000062480	3,1	3,5	12,90322581
ENSMUSG00000079020	3,1	3,5	12,90322581
ENSMUSG00000095223	3,1	3,5	12,90322581
ENSMUSG00000024983	3,9	4,4	12,82051282
ENSMUSG00000030321	3,9	4,4	12,82051282
ENSMUSG00000038178	3,9	4,4	12,82051282
ENSMUSG00000038987	3,9	4,4	12,82051282
ENSMUSG00000042606	3,9	4,4	12,82051282
ENSMUSG00000047719	3,9	4,4	12,82051282
ENSMUSG00000049493	3,9	4,4	12,82051282
ENSMUSG00000091971	3,9	4,4	12,82051282
ENSMUSG00000096883	3,9	4,4	12,82051282
ENSMUSG00000028657	4,7	5,3	12,76595745
ENSMUSG00000035860	4,7	5,3	12,76595745
ENSMUSG00000047370	4,7	5,3	12,76595745
ENSMUSG00000028927	5,5	6,2	12,72727273
ENSMUSG00000053783	5,5	6,2	12,72727273
ENSMUSG00000005148	1,6	1,8	12,5
ENSMUSG00000005804	2,4	2,7	12,5
ENSMUSG00000006262	1,6	1,8	12,5
ENSMUSG00000006800	4,8	5,4	12,5
ENSMUSG00000009535	1,6	1,8	12,5
ENSMUSG00000017412	1,6	1,8	12,5
ENSMUSG00000019864	2,4	2,7	12,5
ENSMUSG00000020105	2,4	2,7	12,5
ENSMUSG00000020521	3,2	3,6	12,5
ENSMUSG00000020648	1,6	1,8	12,5
ENSMUSG00000020877	3,2	3,6	12,5
ENSMUSG00000021149	2,4	2,7	12,5
ENSMUSG00000022120	1,6	1,8	12,5
ENSMUSG00000022332	4	4,5	12,5
ENSMUSG00000024191	1,6	1,8	12,5
ENSMUSG00000024526	1,6	1,8	12,5
ENSMUSG00000024539	1,6	1,8	12,5
ENSMUSG00000026377	2,4	2,7	12,5
ENSMUSG00000026578	4	4,5	12,5
ENSMUSG00000026620	2,4	2,7	12,5
ENSMUSG00000027217	1,6	1,8	12,5
ENSMUSG00000028896	1,6	1,8	12,5
ENSMUSG00000029388	2,4	2,7	12,5
ENSMUSG00000029499	2,4	2,7	12,5
ENSMUSG00000029729	2,4	2,7	12,5
ENSMUSG00000030512	1,6	1,8	12,5
ENSMUSG00000030590	1,6	1,8	12,5
ENSMUSG00000030638	2,4	2,7	12,5
ENSMUSG00000032396	2,4	2,7	12,5
ENSMUSG00000034342	2,4	2,7	12,5
ENSMUSG00000034949	1,6	1,8	12,5
ENSMUSG00000038214	1,6	1,8	12,5
ENSMUSG00000040521	1,6	1,8	12,5
ENSMUSG00000040782	2,4	2,7	12,5
ENSMUSG00000040840	3,2	3,6	12,5
ENSMUSG00000042035	3,2	3,6	12,5
ENSMUSG00000042293	4,8	5,4	12,5
ENSMUSG00000043702	1,6	1,8	12,5
ENSMUSG00000048732	3,2	3,6	12,5
ENSMUSG00000049606	2,4	2,7	12,5
ENSMUSG00000049791	3,2	3,6	12,5
ENSMUSG00000050079	1,6	1,8	12,5
ENSMUSG00000050786	2,4	2,7	12,5
ENSMUSG00000052364	1,6	1,8	12,5
ENSMUSG00000052981	1,6	1,8	12,5
ENSMUSG00000056856	2,4	2,7	12,5
ENSMUSG00000060438	2,4	2,7	12,5
ENSMUSG00000060771	1,6	1,8	12,5
ENSMUSG00000062203	4	4,5	12,5
ENSMUSG00000064326	2,4	2,7	12,5
ENSMUSG00000067847	3,2	3,6	12,5
ENSMUSG00000068566	4	4,5	12,5
ENSMUSG00000071281	1,6	1,8	12,5
ENSMUSG00000073374	1,6	1,8	12,5
ENSMUSG00000074024	1,6	1,8	12,5
ENSMUSG00000075528	1,6	1,8	12,5
ENSMUSG00000079065	2,4	2,7	12,5
ENSMUSG00000083892	1,6	1,8	12,5
ENSMUSG00000084781	1,6	1,8	12,5
ENSMUSG00000091648	2,4	2,7	12,5
ENSMUSG00000024033	4,9	5,5	12,24489796
ENSMUSG00000030554	4,9	5,5	12,24489796
ENSMUSG00000047037	4,9	5,5	12,24489796
ENSMUSG00000074227	4,9	5,5	12,24489796
ENSMUSG00000086158	4,9	5,5	12,24489796
ENSMUSG00000021731	4,1	4,6	12,19512195
ENSMUSG00000022972	4,1	4,6	12,19512195
ENSMUSG00000023921	4,1	4,6	12,19512195
ENSMUSG00000025790	4,1	4,6	12,19512195
ENSMUSG00000039676	4,1	4,6	12,19512195
ENSMUSG00000040771	4,1	4,6	12,19512195
ENSMUSG00000041930	4,1	4,6	12,19512195
ENSMUSG00000079108	4,1	4,6	12,19512195
ENSMUSG00000018821	3,3	3,7	12,12121212
ENSMUSG00000022358	3,3	3,7	12,12121212
ENSMUSG00000030059	3,3	3,7	12,12121212
ENSMUSG00000032388	3,3	3,7	12,12121212
ENSMUSG00000033278	3,3	3,7	12,12121212
ENSMUSG00000045257	3,3	3,7	12,12121212
ENSMUSG00000047139	6,6	7,4	12,12121212
ENSMUSG00000055200	3,3	3,7	12,12121212
ENSMUSG00000001157	2,5	2,8	12
ENSMUSG00000006931	5	5,6	12
ENSMUSG00000017286	2,5	2,8	12
ENSMUSG00000020785	2,5	2,8	12
ENSMUSG00000023830	2,5	2,8	12
ENSMUSG00000031723	2,5	2,8	12
ENSMUSG00000033658	2,5	2,8	12
ENSMUSG00000036160	2,5	2,8	12
ENSMUSG00000037716	2,5	2,8	12
ENSMUSG00000038677	2,5	2,8	12
ENSMUSG00000040331	2,5	2,8	12
ENSMUSG00000040466	2,5	2,8	12
ENSMUSG00000040794	2,5	2,8	12
ENSMUSG00000048550	2,5	2,8	12
ENSMUSG00000049285	2,5	2,8	12
ENSMUSG00000049516	2,5	2,8	12
ENSMUSG00000050270	2,5	2,8	12
ENSMUSG00000050846	2,5	2,8	12
ENSMUSG00000062526	2,5	2,8	12
ENSMUSG00000070565	2,5	2,8	12
ENSMUSG00000081740	2,5	2,8	12
ENSMUSG00000084866	2,5	2,8	12
ENSMUSG00000085433	2,5	2,8	12
ENSMUSG00000008540	4,2	4,7	11,9047619
ENSMUSG00000003469	3,4	3,8	11,76470588
ENSMUSG00000007827	1,7	1,9	11,76470588
ENSMUSG00000015396	1,7	1,9	11,76470588
ENSMUSG00000019810	3,4	3,8	11,76470588
ENSMUSG00000020463	3,4	3,8	11,76470588
ENSMUSG00000020492	1,7	1,9	11,76470588
ENSMUSG00000020904	3,4	3,8	11,76470588
ENSMUSG00000021044	3,4	3,8	11,76470588
ENSMUSG00000021760	5,1	5,7	11,76470588
ENSMUSG00000024067	3,4	3,8	11,76470588
ENSMUSG00000026095	1,7	1,9	11,76470588
ENSMUSG00000026273	1,7	1,9	11,76470588
ENSMUSG00000026618	1,7	1,9	11,76470588
ENSMUSG00000026799	1,7	1,9	11,76470588
ENSMUSG00000028753	3,4	3,8	11,76470588
ENSMUSG00000029207	3,4	3,8	11,76470588
ENSMUSG00000032044	1,7	1,9	11,76470588
ENSMUSG00000036073	1,7	1,9	11,76470588
ENSMUSG00000037640	1,7	1,9	11,76470588
ENSMUSG00000038805	1,7	1,9	11,76470588
ENSMUSG00000039634	1,7	1,9	11,76470588
ENSMUSG00000041375	3,4	3,8	11,76470588
ENSMUSG00000045409	3,4	3,8	11,76470588
ENSMUSG00000047230	1,7	1,9	11,76470588
ENSMUSG00000059149	1,7	1,9	11,76470588
ENSMUSG00000059878	3,4	3,8	11,76470588
ENSMUSG00000062542	1,7	1,9	11,76470588
ENSMUSG00000073096	3,4	3,8	11,76470588
ENSMUSG00000075273	5,1	5,7	11,76470588
ENSMUSG00000090544	1,7	1,9	11,76470588
ENSMUSG00000020621	4,3	4,8	11,62790698
ENSMUSG00000062908	4,3	4,8	11,62790698
ENSMUSG00000070639	4,3	4,8	11,62790698
ENSMUSG00000004768	2,6	2,9	11,53846154
ENSMUSG00000019806	2,6	2,9	11,53846154
ENSMUSG00000021179	2,6	2,9	11,53846154
ENSMUSG00000021203	2,6	2,9	11,53846154
ENSMUSG00000021363	2,6	2,9	11,53846154
ENSMUSG00000022247	2,6	2,9	11,53846154
ENSMUSG00000022722	2,6	2,9	11,53846154
ENSMUSG00000024790	2,6	2,9	11,53846154
ENSMUSG00000033373	2,6	2,9	11,53846154
ENSMUSG00000034620	2,6	2,9	11,53846154
ENSMUSG00000038525	2,6	2,9	11,53846154
ENSMUSG00000040022	2,6	2,9	11,53846154
ENSMUSG00000040945	5,2	5,8	11,53846154
ENSMUSG00000041842	2,6	2,9	11,53846154
ENSMUSG00000042569	2,6	2,9	11,53846154
ENSMUSG00000046185	2,6	2,9	11,53846154
ENSMUSG00000050138	2,6	2,9	11,53846154
ENSMUSG00000060038	2,6	2,9	11,53846154
ENSMUSG00000060733	2,6	2,9	11,53846154
ENSMUSG00000072789	2,6	2,9	11,53846154
ENSMUSG00000085208	2,6	2,9	11,53846154
ENSMUSG00000095687	5,2	5,8	11,53846154
ENSMUSG00000020973	3,5	3,9	11,42857143
ENSMUSG00000023147	3,5	3,9	11,42857143
ENSMUSG00000026623	3,5	3,9	11,42857143
ENSMUSG00000030527	3,5	3,9	11,42857143
ENSMUSG00000030688	3,5	3,9	11,42857143
ENSMUSG00000035064	3,5	3,9	11,42857143
ENSMUSG00000035397	3,5	3,9	11,42857143
ENSMUSG00000035790	3,5	3,9	11,42857143
ENSMUSG00000046798	3,5	3,9	11,42857143
ENSMUSG00000063445	3,5	3,9	11,42857143
ENSMUSG00000087721	3,5	3,9	11,42857143
ENSMUSG00000093126	3,5	3,9	11,42857143
ENSMUSG00000023832	4,4	4,9	11,36363636
ENSMUSG00000026600	4,4	4,9	11,36363636
ENSMUSG00000042873	4,4	4,9	11,36363636
ENSMUSG00000044345	4,4	4,9	11,36363636
ENSMUSG00000049932	4,4	4,9	11,36363636
ENSMUSG00000008730	5,3	5,9	11,32075472
ENSMUSG00000028583	5,3	5,9	11,32075472
ENSMUSG00000042707	5,3	5,9	11,32075472
ENSMUSG00000003812	1,8	2	11,11111111
ENSMUSG00000005481	1,8	2	11,11111111
ENSMUSG00000005718	1,8	2	11,11111111
ENSMUSG00000006464	3,6	4	11,11111111
ENSMUSG00000006930	4,5	5	11,11111111
ENSMUSG00000010175	3,6	4	11,11111111
ENSMUSG00000015599	1,8	2	11,11111111
ENSMUSG00000017418	1,8	2	11,11111111
ENSMUSG00000018800	1,8	2	11,11111111
