ID	B6N4	BFMI4	foldchange
ENSMUSG00000081087	1	4,6	360
ENSMUSG00000035296	1	4,4	340
ENSMUSG00000081622	1	3,9	290
ENSMUSG00000092281	1,5	5,7	280
ENSMUSG00000096631	1,5	5,6	273,3333333
ENSMUSG00000086645	1,1	3,9	254,5454545
ENSMUSG00000005716	1	3,1	210
ENSMUSG00000072894	1	3	200
ENSMUSG00000093828	1,1	3,3	200
ENSMUSG00000042189	1,1	3,1	181,8181818
ENSMUSG00000066553	2,1	5,9	180,952381
ENSMUSG00000054822	1	2,8	180
ENSMUSG00000082908	1,9	5,3	178,9473684
ENSMUSG00000085666	1,4	3,9	178,5714286
ENSMUSG00000072762	1,3	3,6	176,9230769
ENSMUSG00000082192	1,7	4,6	170,5882353
ENSMUSG00000093880	1,3	3,5	169,2307692
ENSMUSG00000064563	1,4	3,7	164,2857143
ENSMUSG00000096559	1,1	2,8	154,5454545
ENSMUSG00000064168	1,2	3	150
ENSMUSG00000068154	1,6	4	150
ENSMUSG00000083022	2,2	5,4	145,4545455
ENSMUSG00000065738	1,9	4,6	142,1052632
ENSMUSG00000019178	1,2	2,9	141,6666667
ENSMUSG00000020327	1	2,4	140
ENSMUSG00000048709	1,5	3,6	140
ENSMUSG00000077549	1	2,4	140
ENSMUSG00000078747	1,5	3,6	140
ENSMUSG00000083757	1	2,4	140
ENSMUSG00000094497	3,2	7,6	137,5
ENSMUSG00000062727	2	4,7	135
ENSMUSG00000059058	2,3	5,4	134,7826087
ENSMUSG00000029074	1,3	3	130,7692308
ENSMUSG00000058914	1,3	3	130,7692308
ENSMUSG00000093075	1	2,3	130
ENSMUSG00000032454	2,1	4,8	128,5714286
ENSMUSG00000086075	1,1	2,5	127,2727273
ENSMUSG00000032023	1,2	2,7	125
ENSMUSG00000022231	1,3	2,9	123,0769231
ENSMUSG00000037143	1,4	3,1	121,4285714
ENSMUSG00000029695	1	2,2	120
ENSMUSG00000032425	2	4,4	120
ENSMUSG00000044744	1	2,2	120
ENSMUSG00000062353	3,3	7,2	118,1818182
ENSMUSG00000048916	1,8	3,9	116,6666667
ENSMUSG00000081455	2,5	5,4	116
ENSMUSG00000093499	1,4	3	114,2857143
ENSMUSG00000037846	1	2,1	110
ENSMUSG00000058624	1	2,1	110
ENSMUSG00000002190	1,1	2,3	109,0909091
ENSMUSG00000043190	1,1	2,3	109,0909091
ENSMUSG00000083833	3,4	7,1	108,8235294
ENSMUSG00000061897	2,4	5	108,3333333
ENSMUSG00000019892	1,3	2,7	107,6923077
ENSMUSG00000087117	1,3	2,7	107,6923077
ENSMUSG00000078183	1,5	3,1	106,6666667
ENSMUSG00000094777	1,6	3,3	106,25
ENSMUSG00000091383	3,4	7	105,8823529
ENSMUSG00000064315	2	4,1	105
ENSMUSG00000084459	2,4	4,9	104,1666667
ENSMUSG00000020096	1	2	100
ENSMUSG00000020427	1	2	100
ENSMUSG00000020475	1	2	100
ENSMUSG00000024901	1,3	2,6	100
ENSMUSG00000050640	1,2	2,4	100
ENSMUSG00000058126	2,8	5,6	100
ENSMUSG00000068396	3,3	6,6	100
ENSMUSG00000071252	1,1	2,2	100
ENSMUSG00000071265	1	2	100
ENSMUSG00000079254	1	2	100
ENSMUSG00000082399	2,7	5,4	100
ENSMUSG00000086359	1,3	2,6	100
ENSMUSG00000087111	1,4	2,8	100
ENSMUSG00000089365	1,3	2,6	100
ENSMUSG00000091619	1,3	2,6	100
ENSMUSG00000085416	1,8	3,5	94,44444444
ENSMUSG00000018893	1,4	2,7	92,85714286
ENSMUSG00000036377	1,4	2,7	92,85714286
ENSMUSG00000059395	1,3	2,5	92,30769231
ENSMUSG00000030769	1,2	2,3	91,66666667
ENSMUSG00000009114	1	1,9	90
ENSMUSG00000029153	1	1,9	90
ENSMUSG00000039985	1	1,9	90
ENSMUSG00000074580	1	1,9	90
ENSMUSG00000085154	1	1,9	90
ENSMUSG00000059237	1,9	3,6	89,47368421
ENSMUSG00000096449	3,6	6,8	88,88888889
ENSMUSG00000026630	1,6	3	87,5
ENSMUSG00000079323	1,5	2,8	86,66666667
ENSMUSG00000083011	1,5	2,8	86,66666667
ENSMUSG00000041695	1,4	2,6	85,71428571
ENSMUSG00000094843	1,4	2,6	85,71428571
ENSMUSG00000021510	2	3,7	85
ENSMUSG00000026894	1,3	2,4	84,61538462
ENSMUSG00000069083	1,3	2,4	84,61538462
ENSMUSG00000079480	1,3	2,4	84,61538462
ENSMUSG00000085576	1,3	2,4	84,61538462
ENSMUSG00000093686	2,4	4,4	83,33333333
ENSMUSG00000066116	3	5,5	83,33333333
ENSMUSG00000017861	1,1	2	81,81818182
ENSMUSG00000025176	1,1	2	81,81818182
ENSMUSG00000026621	1,1	2	81,81818182
ENSMUSG00000032477	1,1	2	81,81818182
ENSMUSG00000050122	1,1	2	81,81818182
ENSMUSG00000003178	1	1,8	80
ENSMUSG00000028133	1	1,8	80
ENSMUSG00000035473	1	1,8	80
ENSMUSG00000050875	1	1,8	80
ENSMUSG00000054893	1	1,8	80
ENSMUSG00000057455	1	1,8	80
ENSMUSG00000073877	2	3,6	80
ENSMUSG00000096712	2,5	4,5	80
ENSMUSG00000069117	3,4	6,1	79,41176471
ENSMUSG00000091952	1,4	2,5	78,57142857
ENSMUSG00000069303	1,8	3,2	77,77777778
ENSMUSG00000032889	2,2	3,9	77,27272727
ENSMUSG00000029490	1,3	2,3	76,92307692
ENSMUSG00000042433	1,3	2,3	76,92307692
ENSMUSG00000050777	1,3	2,3	76,92307692
ENSMUSG00000072852	2,1	3,7	76,19047619
ENSMUSG00000006611	2,5	4,4	76
ENSMUSG00000035032	1,6	2,8	75
ENSMUSG00000045842	2	3,5	75
ENSMUSG00000094248	2	3,5	75
ENSMUSG00000069307	1,9	3,3	73,68421053
ENSMUSG00000021565	1,5	2,6	73,33333333
ENSMUSG00000031971	1,5	2,6	73,33333333
ENSMUSG00000065406	1,5	2,6	73,33333333
ENSMUSG00000020871	1,1	1,9	72,72727273
ENSMUSG00000038523	1,1	1,9	72,72727273
ENSMUSG00000045467	1,1	1,9	72,72727273
ENSMUSG00000030606	1,8	3,1	72,22222222
ENSMUSG00000009070	1,4	2,4	71,42857143
ENSMUSG00000027296	1,4	2,4	71,42857143
ENSMUSG00000063018	1,4	2,4	71,42857143
ENSMUSG00000038422	2,4	4,1	70,83333333
ENSMUSG00000081671	1,7	2,9	70,58823529
ENSMUSG00000033207	2,7	4,6	70,37037037
ENSMUSG00000067608	2,7	4,6	70,37037037
ENSMUSG00000027544	1	1,7	70
ENSMUSG00000040195	1	1,7	70
ENSMUSG00000047485	1	1,7	70
ENSMUSG00000049872	1	1,7	70
ENSMUSG00000061371	1	1,7	70
ENSMUSG00000081494	1	1,7	70
ENSMUSG00000084644	1	1,7	70
ENSMUSG00000096474	1	1,7	70
ENSMUSG00000018339	1,3	2,2	69,23076923
ENSMUSG00000027489	1,3	2,2	69,23076923
ENSMUSG00000029168	1,3	2,2	69,23076923
ENSMUSG00000084221	1,3	2,2	69,23076923
ENSMUSG00000068466	4,5	7,6	68,88888889
ENSMUSG00000080356	1,9	3,2	68,42105263
ENSMUSG00000070522	2,2	3,7	68,18181818
ENSMUSG00000023963	1,2	2	66,66666667
ENSMUSG00000033726	1,2	2	66,66666667
ENSMUSG00000041836	1,2	2	66,66666667
ENSMUSG00000085563	1,2	2	66,66666667
ENSMUSG00000022236	1,5	2,5	66,66666667
ENSMUSG00000032068	1,5	2,5	66,66666667
ENSMUSG00000037101	1,8	3	66,66666667
ENSMUSG00000057246	1,5	2,5	66,66666667
ENSMUSG00000066878	1,5	2,5	66,66666667
ENSMUSG00000067872	1,8	3	66,66666667
ENSMUSG00000074384	1,8	3	66,66666667
ENSMUSG00000083283	1,5	2,5	66,66666667
ENSMUSG00000086942	1,5	2,5	66,66666667
ENSMUSG00000087120	1,8	3	66,66666667
ENSMUSG00000027227	2,9	4,8	65,51724138
ENSMUSG00000060427	2,3	3,8	65,2173913
ENSMUSG00000019761	1,7	2,8	64,70588235
ENSMUSG00000030283	1,7	2,8	64,70588235
ENSMUSG00000084279	1,7	2,8	64,70588235
ENSMUSG00000085957	1,7	2,8	64,70588235
ENSMUSG00000029878	1,4	2,3	64,28571429
ENSMUSG00000081789	1,4	2,3	64,28571429
ENSMUSG00000022780	1,1	1,8	63,63636364
ENSMUSG00000064494	1,1	1,8	63,63636364
ENSMUSG00000070271	1,1	1,8	63,63636364
ENSMUSG00000081738	4,3	7	62,79069767
ENSMUSG00000087720	1,6	2,6	62,5
ENSMUSG00000027035	1,3	2,1	61,53846154
ENSMUSG00000028850	1,3	2,1	61,53846154
ENSMUSG00000029660	1,3	2,1	61,53846154
ENSMUSG00000032372	1,3	2,1	61,53846154
ENSMUSG00000049882	1,3	2,1	61,53846154
ENSMUSG00000054945	1,3	2,1	61,53846154
ENSMUSG00000074923	1,3	2,1	61,53846154
ENSMUSG00000079575	2,6	4,2	61,53846154
ENSMUSG00000001520	1	1,6	60
ENSMUSG00000020781	2,5	4	60
ENSMUSG00000027208	1,5	2,4	60
ENSMUSG00000027490	1,5	2,4	60
ENSMUSG00000031853	1	1,6	60
ENSMUSG00000035394	2	3,2	60
ENSMUSG00000040812	1	1,6	60
ENSMUSG00000041272	1	1,6	60
ENSMUSG00000041789	1	1,6	60
ENSMUSG00000047227	1	1,6	60
ENSMUSG00000054079	1	1,6	60
ENSMUSG00000061584	1,5	2,4	60
ENSMUSG00000068522	1,5	2,4	60
ENSMUSG00000070960	1	1,6	60
ENSMUSG00000073179	1	1,6	60
ENSMUSG00000078444	1,5	2,4	60
ENSMUSG00000084131	3,2	5,1	59,375
ENSMUSG00000081559	2,7	4,3	59,25925926
ENSMUSG00000034532	1,7	2,7	58,82352941
ENSMUSG00000057370	1,7	2,7	58,82352941
ENSMUSG00000005983	1,2	1,9	58,33333333
ENSMUSG00000021676	1,2	1,9	58,33333333
ENSMUSG00000036022	1,2	1,9	58,33333333
ENSMUSG00000057924	1,2	1,9	58,33333333
ENSMUSG00000089665	1,2	1,9	58,33333333
ENSMUSG00000083327	4,3	6,8	58,13953488
ENSMUSG00000028393	1,9	3	57,89473684
ENSMUSG00000002997	1,4	2,2	57,14285714
ENSMUSG00000040896	1,4	2,2	57,14285714
ENSMUSG00000054383	1,4	2,2	57,14285714
ENSMUSG00000079434	1,4	2,2	57,14285714
ENSMUSG00000086914	1,4	2,2	57,14285714
ENSMUSG00000063696	3	4,7	56,66666667
ENSMUSG00000020562	1,6	2,5	56,25
ENSMUSG00000036545	1,6	2,5	56,25
ENSMUSG00000037138	1,6	2,5	56,25
ENSMUSG00000044641	1,6	2,5	56,25
ENSMUSG00000090113	1,6	2,5	56,25
ENSMUSG00000095247	2,5	3,9	56
ENSMUSG00000042251	1,8	2,8	55,55555556
ENSMUSG00000085586	1,8	2,8	55,55555556
ENSMUSG00000093178	1,8	2,8	55,55555556
ENSMUSG00000094910	1,8	2,8	55,55555556
ENSMUSG00000020080	2	3,1	55
ENSMUSG00000023284	2	3,1	55
ENSMUSG00000068263	2	3,1	55
ENSMUSG00000014164	1,1	1,7	54,54545455
ENSMUSG00000021090	1,1	1,7	54,54545455
ENSMUSG00000022783	3,3	5,1	54,54545455
ENSMUSG00000035239	1,1	1,7	54,54545455
ENSMUSG00000046269	1,1	1,7	54,54545455
ENSMUSG00000071369	1,1	1,7	54,54545455
ENSMUSG00000084911	1,1	1,7	54,54545455
ENSMUSG00000081249	3,5	5,4	54,28571429
ENSMUSG00000050335	2,4	3,7	54,16666667
ENSMUSG00000015981	1,3	2	53,84615385
ENSMUSG00000020491	1,3	2	53,84615385
ENSMUSG00000021260	2,6	4	53,84615385
ENSMUSG00000033342	1,3	2	53,84615385
ENSMUSG00000034579	1,3	2	53,84615385
ENSMUSG00000034591	1,3	2	53,84615385
ENSMUSG00000040562	1,3	2	53,84615385
ENSMUSG00000043668	1,3	2	53,84615385
ENSMUSG00000063296	2,6	4	53,84615385
ENSMUSG00000087150	1,3	2	53,84615385
ENSMUSG00000091159	1,3	2	53,84615385
ENSMUSG00000006711	1,5	2,3	53,33333333
ENSMUSG00000015652	1,5	2,3	53,33333333
ENSMUSG00000024269	1,7	2,6	52,94117647
ENSMUSG00000089889	1,7	2,6	52,94117647
ENSMUSG00000048962	1,9	2,9	52,63157895
ENSMUSG00000094845	1,9	2,9	52,63157895
ENSMUSG00000010136	2,3	3,5	52,17391304
ENSMUSG00000000317	1,2	1,8	50
ENSMUSG00000004637	1	1,5	50
ENSMUSG00000012443	1,6	2,4	50
ENSMUSG00000018581	1,4	2,1	50
ENSMUSG00000018776	1,8	2,7	50
ENSMUSG00000020098	1,6	2,4	50
ENSMUSG00000021461	1	1,5	50
ENSMUSG00000021733	1	1,5	50
ENSMUSG00000022441	1	1,5	50
ENSMUSG00000024524	2,8	4,2	50
ENSMUSG00000030424	1	1,5	50
ENSMUSG00000034285	1	1,5	50
ENSMUSG00000035105	1,6	2,4	50
ENSMUSG00000035601	1	1,5	50
ENSMUSG00000035919	1,2	1,8	50
ENSMUSG00000036537	1	1,5	50
ENSMUSG00000041954	1,6	2,4	50
ENSMUSG00000042684	1	1,5	50
ENSMUSG00000043639	1	1,5	50
ENSMUSG00000043648	1,4	2,1	50
ENSMUSG00000046761	1,2	1,8	50
ENSMUSG00000048949	2	3	50
ENSMUSG00000049488	1,2	1,8	50
ENSMUSG00000049608	2,6	3,9	50
ENSMUSG00000050312	1	1,5	50
ENSMUSG00000052560	1,2	1,8	50
ENSMUSG00000053985	3,6	5,4	50
ENSMUSG00000055733	2,8	4,2	50
ENSMUSG00000061533	1	1,5	50
ENSMUSG00000068324	2,8	4,2	50
ENSMUSG00000069136	1	1,5	50
ENSMUSG00000071392	1	1,5	50
ENSMUSG00000073542	1	1,5	50
ENSMUSG00000073591	1,2	1,8	50
ENSMUSG00000079773	3,4	5,1	50
ENSMUSG00000080777	1,4	2,1	50
ENSMUSG00000082070	1,8	2,7	50
ENSMUSG00000083076	1,2	1,8	50
ENSMUSG00000083993	1	1,5	50
ENSMUSG00000086822	1,8	2,7	50
ENSMUSG00000087184	1	1,5	50
ENSMUSG00000090622	1	1,5	50
ENSMUSG00000092192	1,6	2,4	50
ENSMUSG00000093394	1	1,5	50
ENSMUSG00000022639	3,1	4,6	48,38709677
ENSMUSG00000043398	2,5	3,7	48
ENSMUSG00000044362	2,5	3,7	48
ENSMUSG00000031070	2,3	3,4	47,82608696
ENSMUSG00000072421	4,4	6,5	47,72727273
ENSMUSG00000031351	1,9	2,8	47,36842105
ENSMUSG00000040540	3,8	5,6	47,36842105
ENSMUSG00000095162	1,9	2,8	47,36842105
ENSMUSG00000035505	1,7	2,5	47,05882353
ENSMUSG00000095597	3,4	5	47,05882353
ENSMUSG00000036533	1,5	2,2	46,66666667
ENSMUSG00000039851	1,5	2,2	46,66666667
ENSMUSG00000052415	1,5	2,2	46,66666667
ENSMUSG00000077426	1,5	2,2	46,66666667
ENSMUSG00000024552	2,8	4,1	46,42857143
ENSMUSG00000091478	2,8	4,1	46,42857143
ENSMUSG00000094338	2,8	4,1	46,42857143
ENSMUSG00000021790	1,3	1,9	46,15384615
ENSMUSG00000027384	1,3	1,9	46,15384615
ENSMUSG00000084230	1,3	1,9	46,15384615
ENSMUSG00000026683	3,7	5,4	45,94594595
ENSMUSG00000022456	3,3	4,8	45,45454545
ENSMUSG00000021061	1,1	1,6	45,45454545
ENSMUSG00000038028	1,1	1,6	45,45454545
ENSMUSG00000047490	2,2	3,2	45,45454545
ENSMUSG00000052926	1,1	1,6	45,45454545
ENSMUSG00000056553	2,2	3,2	45,45454545
ENSMUSG00000074280	4,4	6,4	45,45454545
ENSMUSG00000084603	1,1	1,6	45,45454545
ENSMUSG00000033491	2	2,9	45
ENSMUSG00000039095	2	2,9	45
ENSMUSG00000039628	2	2,9	45
ENSMUSG00000041298	2	2,9	45
ENSMUSG00000024866	1,8	2,6	44,44444444
ENSMUSG00000032839	1,8	2,6	44,44444444
ENSMUSG00000036304	1,8	2,6	44,44444444
ENSMUSG00000038119	1,8	2,6	44,44444444
ENSMUSG00000087590	1,8	2,6	44,44444444
ENSMUSG00000054342	2,5	3,6	44
ENSMUSG00000078691	2,5	3,6	44
ENSMUSG00000095865	2,5	3,6	44
ENSMUSG00000021194	1,6	2,3	43,75
ENSMUSG00000025420	1,6	2,3	43,75
ENSMUSG00000048216	1,6	2,3	43,75
ENSMUSG00000051627	3,2	4,6	43,75
ENSMUSG00000073678	1,6	2,3	43,75
ENSMUSG00000064443	4,4	6,3	43,18181818
ENSMUSG00000023088	1,4	2	42,85714286
ENSMUSG00000027635	1,4	2	42,85714286
ENSMUSG00000028018	1,4	2	42,85714286
ENSMUSG00000029130	1,4	2	42,85714286
ENSMUSG00000038305	1,4	2	42,85714286
ENSMUSG00000045165	1,4	2	42,85714286
ENSMUSG00000064514	1,4	2	42,85714286
ENSMUSG00000078864	1,4	2	42,85714286
ENSMUSG00000082510	2,1	3	42,85714286
ENSMUSG00000082884	4,2	6	42,85714286
ENSMUSG00000089375	1,4	2	42,85714286
ENSMUSG00000089997	1,4	2	42,85714286
ENSMUSG00000093176	2,1	3	42,85714286
ENSMUSG00000094627	4,2	6	42,85714286
ENSMUSG00000030708	2,6	3,7	42,30769231
ENSMUSG00000000167	1,9	2,7	42,10526316
ENSMUSG00000030401	1,9	2,7	42,10526316
ENSMUSG00000065715	1,9	2,7	42,10526316
ENSMUSG00000003929	1,2	1,7	41,66666667
ENSMUSG00000022454	1,2	1,7	41,66666667
ENSMUSG00000034177	1,2	1,7	41,66666667
ENSMUSG00000039234	2,4	3,4	41,66666667
ENSMUSG00000048921	1,2	1,7	41,66666667
ENSMUSG00000055067	1,2	1,7	41,66666667
ENSMUSG00000056753	2,4	3,4	41,66666667
ENSMUSG00000079710	2,4	3,4	41,66666667
ENSMUSG00000085419	1,2	1,7	41,66666667
ENSMUSG00000093885	2,4	3,4	41,66666667
ENSMUSG00000027171	2,9	4,1	41,37931034
ENSMUSG00000040998	2,9	4,1	41,37931034
ENSMUSG00000032936	1,7	2,4	41,17647059
ENSMUSG00000065429	1,7	2,4	41,17647059
ENSMUSG00000068674	1,7	2,4	41,17647059
ENSMUSG00000082662	1,7	2,4	41,17647059
ENSMUSG00000003863	1	1,4	40
ENSMUSG00000004317	1,5	2,1	40
ENSMUSG00000020660	2	2,8	40
ENSMUSG00000020905	1	1,4	40
ENSMUSG00000021311	1	1,4	40
ENSMUSG00000025949	1	1,4	40
ENSMUSG00000026694	1	1,4	40
ENSMUSG00000027074	1,5	2,1	40
ENSMUSG00000027086	1	1,4	40
ENSMUSG00000027534	1	1,4	40
ENSMUSG00000033102	1	1,4	40
ENSMUSG00000034656	1	1,4	40
ENSMUSG00000034898	1	1,4	40
ENSMUSG00000036764	1,5	2,1	40
ENSMUSG00000038020	1	1,4	40
ENSMUSG00000040936	1	1,4	40
ENSMUSG00000042659	1	1,4	40
ENSMUSG00000045140	1	1,4	40
ENSMUSG00000049281	2	2,8	40
ENSMUSG00000054150	1	1,4	40
ENSMUSG00000056215	2	2,8	40
ENSMUSG00000056735	1	1,4	40
ENSMUSG00000062997	1	1,4	40
ENSMUSG00000065236	1	1,4	40
ENSMUSG00000066057	1	1,4	40
ENSMUSG00000069755	1,5	2,1	40
ENSMUSG00000084349	5	7	40
ENSMUSG00000084899	1	1,4	40
ENSMUSG00000094772	1,5	2,1	40
ENSMUSG00000096623	2	2,8	40
ENSMUSG00000060284	2,3	3,2	39,13043478
ENSMUSG00000020926	4,1	5,7	39,02439024
ENSMUSG00000015659	1,8	2,5	38,88888889
ENSMUSG00000020262	1,8	2,5	38,88888889
ENSMUSG00000022887	1,8	2,5	38,88888889
ENSMUSG00000077704	1,8	2,5	38,88888889
ENSMUSG00000082629	1,8	2,5	38,88888889
ENSMUSG00000000253	2,6	3,6	38,46153846
ENSMUSG00000002870	1,3	1,8	38,46153846
ENSMUSG00000020019	2,6	3,6	38,46153846
ENSMUSG00000033845	1,3	1,8	38,46153846
ENSMUSG00000035164	1,3	1,8	38,46153846
ENSMUSG00000038022	1,3	1,8	38,46153846
ENSMUSG00000044707	1,3	1,8	38,46153846
ENSMUSG00000045667	1,3	1,8	38,46153846
ENSMUSG00000052558	1,3	1,8	38,46153846
ENSMUSG00000055958	1,3	1,8	38,46153846
ENSMUSG00000065593	1,3	1,8	38,46153846
ENSMUSG00000070461	1,3	1,8	38,46153846
ENSMUSG00000073176	1,3	1,8	38,46153846
ENSMUSG00000080893	3,4	4,7	38,23529412
ENSMUSG00000087012	3,4	4,7	38,23529412
ENSMUSG00000014773	2,1	2,9	38,0952381
ENSMUSG00000061742	2,1	2,9	38,0952381
ENSMUSG00000095234	4,2	5,8	38,0952381
ENSMUSG00000032033	2,9	4	37,93103448
ENSMUSG00000082585	5,8	8	37,93103448
ENSMUSG00000094281	2,9	4	37,93103448
ENSMUSG00000090439	3,7	5,1	37,83783784
ENSMUSG00000014776	1,6	2,2	37,5
ENSMUSG00000024873	1,6	2,2	37,5
ENSMUSG00000025963	2,4	3,3	37,5
ENSMUSG00000029765	1,6	2,2	37,5
ENSMUSG00000036006	1,6	2,2	37,5
ENSMUSG00000036832	2,4	3,3	37,5
ENSMUSG00000039057	2,4	3,3	37,5
ENSMUSG00000040219	2,4	3,3	37,5
ENSMUSG00000043811	1,6	2,2	37,5
ENSMUSG00000052688	2,4	3,3	37,5
ENSMUSG00000054000	2,4	3,3	37,5
ENSMUSG00000080928	2,4	3,3	37,5
ENSMUSG00000089764	1,6	2,2	37,5
ENSMUSG00000089853	1,6	2,2	37,5
ENSMUSG00000089936	1,6	2,2	37,5
ENSMUSG00000096206	1,6	2,2	37,5
ENSMUSG00000019982	2,7	3,7	37,03703704
ENSMUSG00000081214	4,6	6,3	36,95652174
ENSMUSG00000029403	1,9	2,6	36,84210526
ENSMUSG00000031027	1,9	2,6	36,84210526
ENSMUSG00000037938	1,9	2,6	36,84210526
ENSMUSG00000043460	1,9	2,6	36,84210526
ENSMUSG00000051316	1,9	2,6	36,84210526
ENSMUSG00000064634	1,9	2,6	36,84210526
ENSMUSG00000070576	1,9	2,6	36,84210526
ENSMUSG00000096603	3	4,1	36,66666667
ENSMUSG00000091041	3,3	4,5	36,36363636
ENSMUSG00000025128	1,1	1,5	36,36363636
ENSMUSG00000027832	1,1	1,5	36,36363636
ENSMUSG00000028647	2,2	3	36,36363636
ENSMUSG00000030032	1,1	1,5	36,36363636
ENSMUSG00000030555	1,1	1,5	36,36363636
ENSMUSG00000045064	2,2	3	36,36363636
ENSMUSG00000046441	1,1	1,5	36,36363636
ENSMUSG00000052273	2,2	3	36,36363636
ENSMUSG00000056073	1,1	1,5	36,36363636
ENSMUSG00000060087	1,1	1,5	36,36363636
ENSMUSG00000062519	1,1	1,5	36,36363636
ENSMUSG00000071424	1,1	1,5	36,36363636
ENSMUSG00000023764	2,5	3,4	36
ENSMUSG00000028801	2,5	3,4	36
ENSMUSG00000041347	2,5	3,4	36
ENSMUSG00000061802	2,5	3,4	36
ENSMUSG00000066443	5	6,8	36
ENSMUSG00000073633	2,5	3,4	36
ENSMUSG00000023806	3,9	5,3	35,8974359
ENSMUSG00000021791	1,4	1,9	35,71428571
ENSMUSG00000021902	1,4	1,9	35,71428571
ENSMUSG00000021958	1,4	1,9	35,71428571
ENSMUSG00000021993	2,8	3,8	35,71428571
ENSMUSG00000026435	2,8	3,8	35,71428571
ENSMUSG00000030706	1,4	1,9	35,71428571
ENSMUSG00000031847	2,8	3,8	35,71428571
ENSMUSG00000032221	4,2	5,7	35,71428571
ENSMUSG00000036169	2,8	3,8	35,71428571
ENSMUSG00000041660	2,8	3,8	35,71428571
ENSMUSG00000048376	2,8	3,8	35,71428571
ENSMUSG00000051444	1,4	1,9	35,71428571
ENSMUSG00000056258	1,4	1,9	35,71428571
ENSMUSG00000071855	1,4	1,9	35,71428571
ENSMUSG00000079435	1,4	1,9	35,71428571
ENSMUSG00000090247	1,4	1,9	35,71428571
ENSMUSG00000094695	4,2	5,7	35,71428571
ENSMUSG00000043419	3,1	4,2	35,48387097
ENSMUSG00000079502	3,1	4,2	35,48387097
ENSMUSG00000021360	1,7	2,3	35,29411765
ENSMUSG00000022802	1,7	2,3	35,29411765
ENSMUSG00000036202	1,7	2,3	35,29411765
ENSMUSG00000037752	1,7	2,3	35,29411765
ENSMUSG00000037892	1,7	2,3	35,29411765
ENSMUSG00000043629	1,7	2,3	35,29411765
ENSMUSG00000062209	1,7	2,3	35,29411765
ENSMUSG00000083563	6,8	9,2	35,29411765
ENSMUSG00000022375	2	2,7	35
ENSMUSG00000026807	2	2,7	35
ENSMUSG00000027905	2	2,7	35
ENSMUSG00000072571	2	2,7	35
ENSMUSG00000083240	4,3	5,8	34,88372093
ENSMUSG00000018537	2,3	3,1	34,7826087
ENSMUSG00000020434	2,6	3,5	34,61538462
ENSMUSG00000022431	2,6	3,5	34,61538462
ENSMUSG00000035151	2,6	3,5	34,61538462
ENSMUSG00000036648	2,6	3,5	34,61538462
ENSMUSG00000041673	2,6	3,5	34,61538462
ENSMUSG00000021534	3,2	4,3	34,375
ENSMUSG00000029155	4,1	5,5	34,14634146
ENSMUSG00000063235	3,3	4,4	33,33333333
ENSMUSG00000002835	2,4	3,2	33,33333333
ENSMUSG00000005087	1,8	2,4	33,33333333
ENSMUSG00000019945	3	4	33,33333333
ENSMUSG00000022262	2,4	3,2	33,33333333
ENSMUSG00000022523	1,2	1,6	33,33333333
ENSMUSG00000022856	1,2	1,6	33,33333333
ENSMUSG00000024084	1,8	2,4	33,33333333
ENSMUSG00000024312	2,4	3,2	33,33333333
ENSMUSG00000026399	1,5	2	33,33333333
ENSMUSG00000027350	1,5	2	33,33333333
ENSMUSG00000028167	1,8	2,4	33,33333333
ENSMUSG00000028186	2,4	3,2	33,33333333
ENSMUSG00000028926	1,2	1,6	33,33333333
ENSMUSG00000028931	1,5	2	33,33333333
ENSMUSG00000029790	1,8	2,4	33,33333333
ENSMUSG00000031527	1,5	2	33,33333333
ENSMUSG00000031904	1,5	2	33,33333333
ENSMUSG00000033676	1,2	1,6	33,33333333
ENSMUSG00000037169	1,5	2	33,33333333
ENSMUSG00000048038	2,4	3,2	33,33333333
ENSMUSG00000056832	1,8	2,4	33,33333333
ENSMUSG00000057572	1,2	1,6	33,33333333
ENSMUSG00000059975	1,8	2,4	33,33333333
ENSMUSG00000060962	2,4	3,2	33,33333333
ENSMUSG00000061576	1,2	1,6	33,33333333
ENSMUSG00000063409	3,9	5,2	33,33333333
ENSMUSG00000063875	1,8	2,4	33,33333333
ENSMUSG00000067189	1,8	2,4	33,33333333
ENSMUSG00000074220	1,2	1,6	33,33333333
ENSMUSG00000074673	1,8	2,4	33,33333333
ENSMUSG00000084592	2,4	3,2	33,33333333
ENSMUSG00000091415	1,8	2,4	33,33333333
ENSMUSG00000095762	3	4	33,33333333
ENSMUSG00000002343	2,1	2,8	33,33333333
ENSMUSG00000021879	2,1	2,8	33,33333333
ENSMUSG00000024042	2,1	2,8	33,33333333
ENSMUSG00000050931	2,1	2,8	33,33333333
ENSMUSG00000053153	2,7	3,6	33,33333333
ENSMUSG00000078480	2,1	2,8	33,33333333
ENSMUSG00000085207	2,7	3,6	33,33333333
ENSMUSG00000084277	4,6	6,1	32,60869565
ENSMUSG00000030532	4,3	5,7	32,55813953
ENSMUSG00000045709	3,4	4,5	32,35294118
ENSMUSG00000010492	3,1	4,1	32,25806452
ENSMUSG00000021482	2,8	3,7	32,14285714
ENSMUSG00000025789	2,8	3,7	32,14285714
ENSMUSG00000044393	2,5	3,3	32
ENSMUSG00000083424	5	6,6	32
ENSMUSG00000067199	2,2	2,9	31,81818182
